"Electricity statistics by Region, Technology, Data Type and Year"

"Region","Technology","Data Type","Year",Electricity statistics
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2011",109.18
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2012",249.88
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2013",326.89
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2014",436.46
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2015",1200.50
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2016",1909.63
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2017",2374.23
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2018",2923.35
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2019",3906.52
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2020",4670.68
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2021",6148.39
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2022",6274.06
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2023",7251.36
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2024",-
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2000",61.43
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2001",84.53
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2002",86.73
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2003",98.97
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2004",120.77
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2005",124.57
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2006",126.50
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2007",132.88
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2008",139.66
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2009",269.16
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2010",322.32
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2011",471.28
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2012",739.51
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2013",739.58
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2014",927.16
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2015",1245.62
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2016",1485.06
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2017",1610.69
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2018",1737.27
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2019",1956.16
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2020",1969.53
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2021",1993.03
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2022",2110.95
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2023",2128.35
"Central America and the Caribbean","Wind energy","Electricity Installed Capacity (MW)","2024",2191.42
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2000",199.45
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2001",273.74
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2002",360.19
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2003",335.08
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2004",394.86
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2005",350.85
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2006",436.73
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2007",410.51
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2008",370.87
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2009",635.04
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2010",812.21
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2011",1110.67
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2012",1737.06
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2013",2295.10
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2014",3092.95
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2015",3960.84
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2016",4379.93
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2017",4429.68
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2018",5853.17
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2019",6143.38
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2020",5697.91
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2021",6243.82
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2022",5827.60
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2023",6321.43
"Central America and the Caribbean","Wind energy","Electricity Generation (GWh)","2024",-
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2000",4067.77
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2001",4079.93
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2002",4347.17
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2003",4562.42
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2004",4635.99
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2005",4640.20
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2006",4837.52
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2007",4990.37
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2008",5050.30
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2009",5098.09
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2010",5339.87
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2011",5748.57
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2012",6191.21
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2013",6303.61
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2014",6584.06
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2015",6963.88
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2016",7614.63
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2017",7761.93
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2018",8040.48
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2019",8152.23
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2020",8268.62
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2021",8322.13
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2022",8367.06
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2023",8480.83
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2024",8468.39
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2000",17105.06
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2001",15144.36
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2002",16300.24
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2003",17043.20
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2004",19561.15
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2005",20690.92
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2006",20769.78
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2007",20657.92
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2008",22140.84
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2009",21034.22
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2010",23274.34
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2011",23005.82
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2012",24734.46
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2013",24295.43
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2014",23256.78
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2015",23821.50
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2016",24552.86
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2017",29717.32
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2018",27187.81
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2019",23130.15
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2020",28785.93
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2021",31794.97
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2022",33543.32
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2023",27039.76
"Central America and the Caribbean","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2024",-
"Central America and the Caribbean","Marine energy","Electricity Installed Capacity (MW)","2000",-
"Central America and the Caribbean","Marine energy","Electricity Installed Capacity (MW)","2001",-
"Central America and the Caribbean","Marine energy","Electricity Installed Capacity (MW)","2002",-
"Central America and the Caribbean","Marine energy","Electricity Installed Capacity (MW)","2003",-
"Central America and the Caribbean","Marine energy","Electricity Installed Capacity (MW)","2004",-
"Central America and the Caribbean","Marine energy","Electricity Installed Capacity (MW)","2005",-
"Central America and the Caribbean","Marine energy","Electricity Installed Capacity (MW)","2006",-
"Central America and the Caribbean","Marine energy","Electricity Installed Capacity (MW)","2007",-
